ReviewTitle,ReviewBody,ReviewStar,Product,division
"I am impressed, deep bass, exactly what I wanted
","# Light but well built, doesn't feel bulky# Battery lasts 6-7 hours, could have been little longer, but its fine# Volume and power buttons are of good quality# Excellent noise cancellation# Sound quality is something I didn't expect of this level - Good, very good. Good punch, high frequencies are delivered well, deep and rich bass. Loved it!!# Bluetooth works flawlessly
",5,boAt Rockerz 255,positive
"Worth buying... And I liked it..
","Worth buying this product if you have a limitted budget of 1.5 KJust to note this earphone comes with bluetooth v 4.1 and CSR 8635 chipset, but there is a confusion with amazon itself... in desc its mentioned 4.1 however in pictures its shown as 4.2.. The seller is selling us version 4.1. Please amazon correct it!! Customers would face the loss in case of any mis communication.Talking about build quality, sound clarity and looksI personally liked it.. Bass is really good no noise while hearing. If you are listening into a good melody songs you would dive into the music. Look wise as depicted in pictures it looks different from the black and red..I use for jogging and excersise and the fit is good.. it won't get dropped off.Battery is ok I am getting around 6 hrs in a one full charge. Battery capacity could have been increased at least to 10 hrs by Boat. But no worries...
",4,boAt Rockerz 255,positive
"Doesn't do what it is made for.
","Bought this 4 months back.Pros- good sound, nice battery back, very light on neck.  Good only for listening to musicCons - really bad for using it for its actual purpose. It has got no noise cancellation hence people will nt be able to hear you clearly.My advice avoid buying it as you can't return it
",2,boAt Rockerz 255,negative
"Quality not as expected
","Pathetic quality
",1,boAt Rockerz 255,negative
"Good but not Very good
","Its not sweat proof that is clear it will malfunction when you run on treadmill wearing itSound is goodBattery is goodbut its not full sweatproofAlso will stop working after one month
",1,boAt Rockerz 255,negative
"Comfortable and best in this price range
","Can't compare with sony or any other branded ones. But in this price it's good. Silicon material good to wear no feeling of like we are carrying it on our neck . Its comfortable having it around the neck due to good silicon material.  As this is in ear canal type speakers we. Eed to really push it inside the canal 1st 1/3.then only we can enjoy real beats and bass. If you wear it superficially sound won't look great. So far battery , durability,sound ,price this is best one.
",4,boAt Rockerz 255,positive
"Never buy a boat earphone.
","I buyed the product and it stopped working after 2 months.The after sale service of boat is very bad and pathetic .
",1,boAt Rockerz 255,negative
"One of the worst earphone I’ve had
","I’ve been using this for past few months now.At first glance, the product seems good and because it does its purpose as wireless audio earphone.Operation wise, there are few things that annoys me a lot.1. During charging there’s no LED indicator. So sometimes if cable is loose or something you won’t know that it’s not charging.2. The on/off switch is not UX friendly. you can’t tell by touch if you’re pressing  volume buttons or power button. All Buttons are diamond shaped. Extremely annoying when you’re in a hurry.3. The Bluetooth pairing is not intuitive. You have to switch on phone Bluetooth and then the earphone. If you switch on the earphone and then the phone Bluetooth, the earphone won’t initiate pairing(I know it’s not the problem with iPhone, because my previous Bluetooth used to work this way) . This is very stupid. So you have to re-start the earphone.4. Double press on volume buttons doesn’t perform next/previous function. Other earphones are capable of this very basic function.5. Occasional buzz or distortion. Sometimes there is a buzzing distortion. On restart of the earphone it goes away.
",1,boAt Rockerz 255,negative
"Durable and Good battery life
","The sound output is great. The built quality 8s also looks good. The battery backup is absolutely phenomenal. The brand is also very reliable. They will provide free pickup if you will face any problem within the warranty period. I got this product at 999/- only 😌
",5,boAt Rockerz 255,positive
"Good Quality Sound but observed other problems
","Boat rockerz BT headphone.1. Product quality is decent. Sound quality is good. Works perfectly as an in-ear headphone, as you won't hear much outside noise or even outside sounds once you're plugged in.2. You will hear audio assists when you switch it on, pair it to Bluetooth, switch off etc. That is a good feature.3. Placement of the earpiece is problematic. I found it difficult to place it initially, but I figured it out later. Now, after 3-4 days of use, my ear hurts because I have been placing them in ear. So that's a bad thing.4. I noticed that the headset attracts a lot of dust when used. So on the black headset, you can see dust particles sticking on.
",4,boAt Rockerz 255,positive
